AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Friday-15-10-2010-141305.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
396.44,0,0,0,0,5.4074,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.451,0,0,0,0,5.40484,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.461,0,0,0,0,5.40227,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.472,0,0,0,0,5.39975,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.482,0,0,0,0,5.39724,0,0,0,0,0,0,0,0.56926,0.0868055,0,11.068
396.493,0,0,0,0,5.39443,0,0,0,0,0,0,0,0.573931,0.427625,0,11.087
396.504,0,0,0,0,5.39135,0,0,0,0,0,0,0,0.573931,0,0,11.087
396.514,0,0,0,0,5.3883,0,0,0,0,0,0,0,0.574496,0.0511218,0,11.185
396.525,0,0,0,0,5.38461,0,0,0,0,0,0,0,0.583492,0.816571,0,11.202
396.536,0,0,0,0,5.38035,0,0,0,0,0,0,0,0.591857,0.765659,0,11.188
396.547,0,0,0,0,5.3756,0,0,0,0,0,0,0,0.591857,-1.73237e-13,0,11.188
396.557,0,0,0,0,5.37092,0,0,0,0,0,0,0,0.591857,-1.03642e-14,0,11.188
396.568,0,0,0,0,5.3663,0,0,0,0,0,0,0,0.597747,0.542169,0,11.158
396.579,0,0,0,0,5.36126,0,0,0,0,0,0,0,0.604205,0.586153,0,11.185
396.589,0,0,0,0,5.35587,0,0,0,0,0,0,0,0.59411,-0.916244,0,11.177
396.6,0,0,0,0,5.35016,0,0,0,0,0,0,0,0.59411,0,0,11.177
396.611,0,0,0,0,5.34454,0,0,0,0,0,0,0,0.59411,0,0,11.177
396.621,0,0,0,0,5.33899,0,0,0,0,0,0,0,0.59411,0,0,11.177
396.632,0,0,0,0,5.33352,0,0,0,0,0,0,0,0.59411,0,0,11.177
