AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Tuesday-28-09-2010-165248.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
87.6378,0.0107845,0.00783666,-0.012165,0.000211534,1.7853,-0.0180358,0,0,0,0,0,0,0,0,0,11.612
87.6497,0.0111823,0.010529,-0.0119713,0.00188281,1.78529,-0.0169129,0,0,0,0,0,0,0,0,0,11.587
87.6617,0.0115156,0.0122201,-0.0120944,0.000681516,1.78561,-0.0187611,0,0,0,0,0,0,0,0,0,11.595
87.6736,0.0117467,0.0129902,-0.0122879,-0.00105533,1.7856,-0.0176746,0,0,0,0,0,0,0,0,0,11.584
87.6858,0.0120083,0.0139956,-0.0126457,-0.00410124,1.78593,-0.0199367,0,0,0,0,0,0,0,0,0,11.579
87.6998,0.0123053,0.0137479,-0.012666,-0.00360669,1.78604,-0.0190947,0,0,0,0,0,0,0,0,0,11.579
87.7122,0.0121974,0.011423,-0.0124407,-0.00126199,1.78589,-0.016913,0,0,0,0,0,0,0,0,0,11.579
87.7241,0.0118575,0.00740248,-0.0124272,-0.00102078,1.78572,-0.0148405,0,0,0,0,0,0,0,0,0,11.579
87.7357,0.0116323,0.00464627,-0.0125496,-0.00201515,1.78563,-0.0135471,0,0,0,0,0,0,0,0,0,11.579
87.7481,0.0113674,0.00182326,-0.0122757,0.000625617,1.78536,-0.010831,0,0,0,0,0,0,0,0,0,11.579
87.7603,0.0110805,-0.000879482,-0.0122126,0.00111757,1.78524,-0.00963898,0,0,0,0,0,0,0,0,0,11.579
87.7726,0.0106133,-0.00492921,-0.0122493,0.000680828,1.78505,-0.00783104,0,0,0,0,0,0,0,0,0,11.579
87.786,0.0103169,-0.00704,-0.0123966,-0.000681634,1.78506,-0.00802812,0,0,0,0,0,0,0,0,0,11.579
87.7981,0.0100226,-0.00894263,-0.0125408,-0.00189064,1.78489,-0.00665354,0,0,0,0,0,0,0,0,0,11.579
87.81,0.00978106,-0.0101872,-0.0125393,-0.00168847,1.78466,-0.00476296,0,0,0,0,0,0,0,0,0,11.888
87.822,0.00948286,-0.0118239,-0.0123968,-0.000250781,1.78439,-0.0025169,0,0,0,0,0,0,0,0,0,11.888
87.834,0.00914091,-0.0136617,-0.0122518,0.00105583,1.78437,-0.00280975,0,0,0,0,0,0,0,0,0,11.888
87.8465,0.00881341,-0.0150686,-0.0125465,-0.00154584,1.78466,-0.0056599,0,0,0,0,0,0,0,0,0,11.888
87.8606,0.00886567,-0.0119251,-0.0126104,-0.0019379,1.78451,-0.00482412,0,0,0,0,0,0,0,0,0,11.888
87.8728,0.00893061,-0.0101575,-0.0125299,-0.00103116,1.78426,-0.00278976,0,0,0,0,0,0,0,0,0,11.882
87.885,0.00930543,-0.00572061,-0.0124032,0.00022872,1.7843,-0.00349096,0,0,0,0,0,0,0,0,0,11.882
87.8972,0.0093413,-0.00483087,-0.0124757,-0.00043584,1.78437,-0.00439431,0,0,0,0,0,0,0,0,0,11.882
87.9106,0.00976461,-0.00060897,-0.0122246,0.0018251,1.78467,-0.00722214,0,0,0,0,0,0,0,0,0,11.874
87.9231,0.0103507,0.00477208,-0.0123409,0.000586484,1.78503,-0.0105023,0,0,0,0,0,0,0,0,0,11.874
87.9355,0.0104955,0.00556666,-0.0124767,-0.0006644,1.7851,-0.0108134,0,0,0,0,0,0,0,0,0,11.874
87.9473,0.0107362,0.00710213,-0.0127208,-0.00272017,1.78516,-0.0110118,0,0,0,0,0,0,0,0,0,11.874
87.9589,0.0111959,0.0104527,-0.0128504,-0.00359278,1.78536,-0.0125244,0,0,0,0,0,0,0,0,0,11.877
87.9728,0.0117948,0.0134201,-0.0128486,-0.0028304,1.78578,-0.0156365,0,0,0,0,0,0,0,0,0,11.877
87.9854,0.0118392,0.012466,-0.0128578,-0.00262847,1.78594,-0.016496,0,0,0,0,0,0,0,0,0,11.877
87.998,0.0119452,0.0121577,-0.012866,-0.00243805,1.78627,-0.0188488,0,0,0,0,0,0,0,0,0,11.877
88.0103,0.0118572,0.0101687,-0.0126267,-9.19778e-05,1.78623,-0.0176991,0,0,0,0,0,0,0,0,0,11.877
88.0227,0.0117447,0.00816146,-0.0125001,0.00103243,1.78625,-0.0171544,0,0,0,0,0,0,0,0,0,11.877
88.036,0.0116567,0.00657016,-0.0121386,0.004114,1.78653,-0.0190874,0,0,0,0,0,0,0,0,0,11.888
88.0481,0.011414,0.00372823,-0.0119571,0.00533595,1.78655,-0.0184039,0,0,0,0,0,0,0,0,0,11.888
88.0598,0.0111693,0.00120564,-0.0120266,0.00419189,1.78664,-0.0183877,0,0,0,0,0,0,0,0,0,11.888
88.0718,0.0108931,-0.00133527,-0.0118449,0.00536519,1.78673,-0.0184548,0,0,0,0,0,0,0,0,0,11.888
88.0838,0.0107834,-0.00216807,-0.0118529,0.00475788,1.78684,-0.0186514,0,0,0,0,0,0,0,0,0,11.888
88.0956,0.0105031,-0.0043119,-0.0119779,0.00322947,1.78668,-0.0165412,0,0,0,0,0,0,0,0,0,11.888
88.1108,0.00990056,-0.00836931,-0.0119287,0.00305227,1.78658,-0.0145256,0,0,0,0,0,0,0,0,0,11.888
88.1228,0.00990251,-0.00751564,-0.0121338,0.000983819,1.78659,-0.0141893,0,0,0,0,0,0,0,0,0,11.888
88.1351,0.00992766,-0.0065419,-0.0119486,0.00252114,1.78651,-0.0130699,0,0,0,0,0,0,0,0,0,11.888
88.1478,0.0100383,-0.0049076,-0.0118598,0.00305536,1.78634,-0.0112728,0,0,0,0,0,0,0,0,0,11.888
88.1609,0.0101996,-0.00299258,-0.0117236,0.00395286,1.7863,-0.0107173,0,0,0,0,0,0,0,0,0,11.888
88.1732,0.0104158,-0.00079435,-0.0117698,0.00315163,1.78631,-0.0107347,0,0,0,0,0,0,0,0,0,11.888
88.1851,0.0105552,0.000513471,-0.0118101,0.00248122,1.78625,-0.0101241,0,0,0,0,0,0,0,0,0,11.888
88.1969,0.0107016,0.00175144,-0.011839,0.00197873,1.78633,-0.0107997,0,0,0,0,0,0,0,0,0,11.888
88.2092,0.0110456,0.00461453,-0.0117122,0.00290084,1.78618,-0.00936581,0,0,0,0,0,0,0,0,0,11.888
88.2215,0.0111807,0.00534618,-0.011785,0.00196789,1.78611,-0.0087015,0,0,0,0,0,0,0,0,0,11.888
88.2351,0.0117943,0.00935589,-0.0116254,0.00320051,1.78608,-0.00859199,0,0,0,0,0,0,0,0,0,11.888
88.2482,0.0117055,0.00765434,-0.0118033,0.00134671,1.786,-0.00797784,0,0,0,0,0,0,0,0,0,11.888
88.2606,0.0117936,0.00766981,-0.0116867,0.00224442,1.78594,-0.00756123,0,0,0,0,0,0,0,0,0,11.888
88.2725,0.0118933,0.00774265,-0.0115318,0.0033251,1.78639,-0.0115426,0,0,0,0,0,0,0,0,0,11.863
88.2858,0.0118871,0.00691235,-0.0114436,0.00378671,1.78647,-0.0122126,0,0,0,0,0,0,0,0,0,11.869
88.2981,0.0115508,0.00345892,-0.011138,0.00591733,1.78636,-0.0110458,0,0,0,0,0,0,0,0,0,11.869
88.3104,0.0113983,0.00177331,-0.0111303,0.00539344,1.78631,-0.0104313,0,0,0,0,0,0,0,0,0,11.877
88.3224,0.0111787,-0.000234773,-0.0111203,0.00493751,1.78633,-0.0103956,0,0,0,0,0,0,0,0,0,11.877
88.3346,0.0111156,-0.000765869,-0.0112338,0.00344626,1.78673,-0.0138485,0,0,0,0,0,0,0,0,0,11.871
88.347,0.0110677,-0.00108906,-0.011155,0.00376042,1.78724,-0.0177457,0,0,0,0,0,0,0,0,0,11.869
88.3593,0.0110554,-0.00108883,-0.0112775,0.00230874,1.78738,-0.0181493,0,0,0,0,0,0,0,0,0,11.869
88.3716,0.010853,-0.00269384,-0.0112156,0.00260196,1.7875,-0.0183492,0,0,0,0,0,0,0,0,0,11.869
88.3834,0.010712,-0.00366309,-0.0111071,0.00329469,1.78764,-0.0188286,0,0,0,0,0,0,0,0,0,11.869
88.3957,0.0105297,-0.00487706,-0.0107197,0.00632301,1.78762,-0.017817,0,0,0,0,0,0,0,0,0,11.863
88.4097,0.0104462,-0.00462437,-0.010676,0.00548875,1.78783,-0.0181918,0,0,0,0,0,0,0,0,0,11.863
88.4221,0.01038,-0.0047342,-0.0107318,0.00445724,1.78769,-0.0161004,0,0,0,0,0,0,0,0,0,11.863
88.4352,0.0104641,-0.00350744,-0.0106792,0.00448272,1.78767,-0.0153616,0,0,0,0,0,0,0,0,0,11.86
88.4472,0.0103092,-0.0045143,-0.0109026,0.00207697,1.78797,-0.0175011,0,0,0,0,0,0,0,0,0,11.86
88.4594,0.0105412,-0.00201936,-0.0110991,0.000138373,1.78783,-0.0155332,0,0,0,0,0,0,0,0,0,11.86
88.4722,0.0107002,-0.00040928,-0.0111269,-0.000122162,1.78777,-0.0143883,0,0,0,0,0,0,0,0,0,11.86
