AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Wednesday-06-10-2010-071053.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
5.97165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.02609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.06949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.08029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.40091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.41174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.42267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.44379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.51947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.08935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.09988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.12128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.15372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.16434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.17511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.18591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.19681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.21857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.22946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.24029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.27277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.29471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.31735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.32843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.34933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.35983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.37027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.38052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.39099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.42224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.43268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.44324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.45364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.47455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.48495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.49539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.50583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.53696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.54733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.56827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.57852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.58896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
